slug,title,first_line,book_slug,book_title,text,html_url,json_url,txt_url
portraits-ix,Portraits IX,spring omnipotent goddess thou dost,tulips-and-chimneys,Tulips and Chimneys,"spring omnipotent goddess thou dost
inveigle into crossing sidewalks the
unwary june-bug and the frivolous angleworm
thou dost persuade to serenade his
lady the musical tom-cat,thou stuffest
the parks with overgrown pimply
cavaliers and gumchewing giggly
girls and not content
Spring,with this
thou hangest canary-birds in parlor windows

spring slattern of seasons you
have dirty legs and a muddy
petticoat,drowsy is your
mouth your eyes are sticky
with dreams and you have
a sloppy body
from being brought to bed of crocuses
When you sing in your whiskey-voice
                                    the grass

rises on the head of the earth
and all the trees are put on edge

spring,
of the jostle of
they breasts and the slobber
of your thighs
i am so very
             glad that the soul inside me Hollers
for thou comest and your hands
are the snow
and thy fingers are the rain,
and i hear
the screetch of dissonant
flowers,and most of all
i hear you stepping
                   freakish feet
                   feet incorrigible
ragging the world,",https://cummings.ee/book/tulips-and-chimneys/poem/portraits-ix/,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-ix.json,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-ix.txt
portraits-v,Portraits V,the young,tulips-and-chimneys,Tulips and Chimneys,"the young
man sitting
in Dick Mid’s Place
said to Death

teach me of her
Thy yonder servant who
in Thy very house silently
sits looking beyond the

kissing and striving of
that old man who at her
redstone mouth renews his
childhood

and He
said
“willingly
for the tale is short

it was
i think yourself delivered into
both my hands herself to
always keep”

always?
the young
man sitting in Dick Mid’s
Place

asked
“always”
Death
said

“then as i recollect her
girlhood was by the kindly
lips and body fatherly of a
romantic tired business man

somewhat tweaked and dinted
then
did my servant
become of the company of those

ladies with faces painteaten
and bodies lightly
desperate certainly wherefrom
departed is youth’s indispensable

illusion”",https://cummings.ee/book/tulips-and-chimneys/poem/portraits-v/,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-v.json,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-v.txt
portraits-vi,Portraits VI,but the other,tulips-and-chimneys,Tulips and Chimneys,"but the other
day i was passing a certain
fate,     rain
fell(as it will

in spring)
ropes
of silver gliding from sunny
thunder into freshness

as if god’s flowers were
pulling upon bells of
gold    i looked
up

and
thought to myself     Death
and will You with
elaborate fingers possibly touch

the pink hollyhock existence whose
pansy eyes look from morning till
night into the street
unchangingly      the always

old lady always sitting in her
gentle window like
a reminiscence
partaken

softly    at whose gate smile
always the chosen
flowers of reminding",https://cummings.ee/book/tulips-and-chimneys/poem/portraits-vi/,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-vi.json,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-vi.txt
portraits-vii,Portraits VII,the rose,tulips-and-chimneys,Tulips and Chimneys,"the rose
is dying the
lips of an old man murder

the petals
hush
mysteriously
invisible mourners move
with prose faces and sobbing,garments
The symbol of the rose

motionless
with grieving feet and
wings
mounts

against the margins of steep song
a stallion sweetness     ,the

lips of an old man murder

the petals.",https://cummings.ee/book/tulips-and-chimneys/poem/portraits-vii/,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-vii.json,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-vii.txt
portraits-viii,Portraits VIII,Buffalo Bill ’s,tulips-and-chimneys,Tulips and Chimneys,"Buffalo Bill ’s
defunct
        who used to
        ride a watersmooth-silver
                                  stallion
and break onetwothreefourfive pigeonsjustlikethat
                                                  Jesus

he was a handsome man
                      and what i want to know is
how do you like your blueeyed boy
Mister Death",https://cummings.ee/book/tulips-and-chimneys/poem/portraits-viii/,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-viii.json,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-viii.txt
portraits-x,Portraits X,somebody knew Lincoln somebody Xerxes,tulips-and-chimneys,Tulips and Chimneys,"somebody knew Lincoln somebody Xerxes

this man:a narrow thudding timeshaped face
plus innocuous winking hands,carefully
inhabits number 1 on something street

Spring comes
             the lean and definite houses

are troubled.   A sharp blue day
fills with peacefully leaping air
the minute mind of the world.
The lean and

definite houses are
troubled.in the sunset their chimneys converse
angrily,their
roofs are nervous with the soft furious
light,and while fire-escapes and
roofs and chimneys and while roofs and fire-escapes and
chimneys and while chimneys and fire-escapes
and roofs are talking rapidly all together there happens
Something,and They

cease(and
one by one are turned suddenly and softly
into irresponsible toys.)
                         when this man with

the brittle legs winces
swiftly out of number 1 someThing
street and trickles carefully into the park
sits

Down.   pigeons circle
around and around and around the

irresponsible toys
circle wildly in the slow-ly-in creasing fragility
—.Dogs
bark
children
play
-ing
     Are

in the beautiful nonsense of twilight

and somebody Napoleon",https://cummings.ee/book/tulips-and-chimneys/poem/portraits-x/,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-x.json,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-x.txt
post-impressions-i,Post Impressions I,beyond the brittle towns asleep,tulips-and-chimneys,Tulips and Chimneys,"beyond the brittle towns asleep
i look where stealing needles of foam
in the last light

thread creeping shores


as out of dumb strong hands infinite

the erect deep upon me
in the last light
pours its eyeless miles


the chattering sunset ludicrously
dies,i hear only tidewings

in the last light
twitching at the world",https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-i/,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-i.json,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-i.txt
post-impressions-ii,Post Impressions II,the moon is hiding in,tulips-and-chimneys,Tulips and Chimneys,"the moon is hiding in
her hair,
The
lily
of heaven
full of all dreams,
drawns down.

cover her briefness in singing
close her with intricate faint birds
by daisies and twilights
Deepen her,

Recite
upon her
flesh
the rain’s

pearls singly-whispering",https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-ii/,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-ii.json,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-ii.txt
post-impressions-iii,Post Impressions III,into the strenuous briefness,tulips-and-chimneys,Tulips and Chimneys,"into the strenuous briefness
Life:
handorgans and April
darkness,friends

i charge laughing.
Into the hair-thin tints
of yellow dawn,
into the women-coloured twilight

i smilingly
glide.   I
into the big vermillion departure
swim, sayingly;

(Do you think?)the
i do,world
is probably made
of roses & hello:

(of solongs and,ashes)",https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-iii/,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-iii.json,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-iii.txt
post-impressions-iv,Post Impressions IV,"i am going to utter a tree, Nobody",tulips-and-chimneys,Tulips and Chimneys,"i am going to utter a tree,Nobody
shall stop me

but first
earth     ,the reckless oral darkness
raging with thin impulse

i will have

a
  dream
  i
  think it shall be roses and
spring will bring her
worms rushing through loam.

(afterwards i’ll
climb
by tall careful muscles

into nervous and accurate silence....But   first

you)

press easily
at first,it will be leaves
and a little harder
for roses
only a little harder

last     we
on the groaning flame of neat huge
trudging kiss moistly climbing hideously with
large
minute
hips,O

        .press

worms rushing slowly through loam",https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-iv/,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-iv.json,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-iv.txt
post-impressions-v,Post Impressions V,any man is wonderful,tulips-and-chimneys,Tulips and Chimneys,"any man is wonderful
and a formula
a bit of tobacco and gladness
plus little derricks of gesture

any skyscraper
bulges in the looseness of morning
but in twilight becomes
unutterably crisp

a thing,
which tightens
caught
in the hoisting light

any woman is smooth and ridiculous
a polite uproar of knuckling silent planes
a nudging bulb silkenly brutal
a devout flexion",https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-v/,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-v.json,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-v.txt
post-impressions-vi,Post Impressions VI,at the head of this street a gasping organ is waving moth-eaten,tulips-and-chimneys,Tulips and Chimneys,"at the head of this street a gasping organ is waving moth-eaten
tunes.   a fatish hand turns the crank;the box spouts fairies,out
of it sour gnomes tumble clumsily,the little box is spilling ran-
cid elves upon neat sunlight into the flowerstricken air which is
filthy with agile swarming sonal creatures

—Children,stand with circular frightened faces glaring at the
shabby tiny smiling,man in whose hand the crank goes desperately,
round and round pointing to the queer monkey

(if you toss him a coin he will pick it cleverly from,the air and
stuff it seriously in,his minute pocket)Sometimes he does not
catch a piece of money and then his master will yell at him over
the music and jerk the little string and the monkey will sit,up,
and look at,you with his solemn blinky eyeswhichneversmile and
after he has caught a,penny or three,pennies he will be thrown a
peanut(which he will open skilfully with his, mouth carefully
holding, it in his little toylikehand)and then he will stiff-ly
throw the shell away with a small bored gesture that makes the
children laugh.

But i don’t,   the crank goes round desperate elves and hope-
less gnomes and frantic fairies gush clumsily from the battered box
fatish and mysterious the flowerstricken sunlight is thickening
dizzily is reeling gently the street and the children and the mon-
keyandtheorgan and the man are dancing slowly are tottering up
and down in trembly mist of atrocious melody....tiniest dead
tunes crawl upon my face my hair is lousy with mutilated singing
microscopic things in my ears scramble faintly tickling putres-
cent atomies,
             and
                 i feel the jerk of the little stringthe tiny
smiling shabby man is yelling over the music i understand
him i shove my round red hat back on my head i site up and
blink at you with my solemn eyeswhichneversmile

yes,By god.
for i am they are pointing at the queer monkey with a little
oldish doll-like face and hairy arms like an ogre and rubbbercolour
ed hands and feet filled with quick fingers and a remarkable tail
which is allbyitself alive.(and he has a little red coat with i
have a real pocket in it and the round funny hat with a big feather
is tied under myhis chin.)   that climbs and cries and runs and
floats like a toy on the end of a string",https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-vi/,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-vi.json,https://cummings.ee/book/tulips-and-chimneys/poem/post-impressions-vi.txt
